,text,intent,slots,pattern_id
1889,گوه توت,offensive,o o,3001889
1891,برو کيرم تو کس زنت,offensive,o o o o o,3001891
1893,اسکول دوری آشغال,offensive,o o o,3001893
1894,داشتی عن میشاشیدی کف آسفالت,offensive,o o o o o,3001894
1895,بچه بیا پایین😂شر نگو,offensive,o o o o,3001895
1896,اره تو اندازه کیر من میشناسی,offensive,o o o o o o,3001896
1897,کلت کیریه,offensive,o o,3001897
1898,تو گوزم نيستي چه برسه به بات,offensive,o o o o o o o,3001898
1899,نمک نشناس,offensive,o o,3001899
1900,مطمئنم خیلی گشادی,offensive,o o o,3001900
1901,کس کش,offensive,o o,3001901
1902,تو بختت ریدم,offensive,o o o,3001902
1903,خایه نداری,offensive,o o,3001903
1904,کون دریده,offensive,o o,3001904
1905,کوسشر تحویل ملت نده,offensive,o o o o,3001905
1906,خیلی لفظ کیریه ایه خدایی,offensive,o o o o o,3001906
1907,تو و مادرت کونی هستی,offensive,o o o o o,3001907
1908,بدرد نخوری,offensive,o o,3001908
1909,جنده دگوری,offensive,o o,3001909
1910,توبه گورپدرحرومزادت خنديدي.,offensive,o o o,3001910
1911,کیر,offensive,o,3001911
1912,صبح بخیرو کیر,offensive,o o o,3001912
1913,کيرم تو کو ص خار مادرت,offensive,o o o o o o,3001913
1914,باید تحویل تیمارستانت بدم,offensive,o o o o,3001914
1915,کسخل هستی کسخلترم میشی,offensive,o o o o,3001915
1916,عه ببخشید دیوث,offensive,o o o,3001916
1917,کثافتی,offensive,o,3001917
1918,يارب روا مدار که گدا معتبر شود,offensive,o o o o o o o,3001918
1919,خاک میریزی رو گه بقیه,offensive,o o o o o,3001919
1920,باید انداختت تو فاضلاب,offensive,o o o o,3001920
1922,بیخیال شو,offensive,o o,3001922
1924,کیری هستی,offensive,o o,3001924
1925,کس و شعری,offensive,o o o,3001925
1926,تف میکنم به صورتت,offensive,o o o o,3001926
1927,اره دیه با پول مردم بیچاره دانشگام بروووو خاک توسرت,offensive,o o o o o o o o o o,3001927
1928,انگار گوساله روت شاشیده,offensive,o o o o,3001928
1929,خاک بر سر نجست,offensive,o o o o,3001929
1930,گوه زیاد میخوری,offensive,o o o,3001930
1932,از گراني خودرو بگو بيشرف,offensive,o o o o o,3001932
1933,خاک تو سرت برینن,offensive,o o o o,3001933
1934,ای گوزو,offensive,o o,3001934
1935,اخه عن اقا تو سگ کي باشي,offensive,o o o o o o o,3001935
1936,جنده‌ای,offensive,o,3001936
1937,طارق همامی,offensive,o o,3001937
1938,شبیه انتر شدی,offensive,o o o,3001938
1939,خیلی پیر و چروکیده شدی,offensive,o o o o o,3001939
1940,از اِين چرتو پرتا چِي نصِيب شما مِيشه دوست عزِيز؟ شبها راحت مِيخوابِي؟,offensive,o o o o o o o o o o o o o,3001940
1942,دهنتو گاییدم,offensive,o o,3001942
1944,انتر نه به اون حرفت نه به اين کارت خيکي,offensive,o o o o o o o o o o,3001944
1945,عمت تو کون ما جا داره عزیزم,offensive,o o o o o o o,3001945
1946,چهل ساله حکومت کردید بالا و پایین تون رو دیدیم حالا تعطیل بشه نشه چه اتفاقی میوفته,offensive,o o o o o o o o o o o o o o o o o,3001946
1947,نجس زاده,offensive,o o,3001947
1948,انگا گي ميموني,offensive,o o o,3001948
1950,ریدم وسط شناسنامشون,offensive,o o o,3001950
1951,زندگیت داره بگا میره,offensive,o o o o,3001951
1953,روانی,offensive,o,3001953
1955,چقد مسخره‌ای,offensive,o o,3001955
1956,بی شعور,offensive,o o,3001956
1957,عنه سه سانتیه کلفت بد ترکیب,offensive,o o o o o o,3001957
1959,مزدور غرب هستی,offensive,o o o,3001959
1960,سوراخ دماغی,offensive,o o,3001960
1961,دلقک فضای مجازی,offensive,o o o,3001961
1962,تو شیطان هستی,offensive,o o o,3001962
1963,تو یکی از اون خایه مال های درجه یک یک هستی,offensive,o o o o o o o o o o o,3001963
1964,ارع تو راست مِيگِي از قِيافت مشخصه,offensive,o o o o o o o,3001964
1965,خودتم ميدوني داري زر ميزني,offensive,o o o o o,3001965
1966,اخی زحمتکش با دست و پا,offensive,o o o o o o,3001966
1967,اگه اين گوه رو نخوري چي بگي؟؟,offensive,o o o o o o o,3001967
1968,سیکتیر,offensive,o,3001968
1969,فاک من ازت خوشم میاد,offensive,o o o o o,3001969
1970,دهنت گشادت رو وا نکن,offensive,o o o o o,3001970
1971,سرتا پا کیری شدیم,offensive,o o o o,3001971
1972,میشینم کون سوزیت رو تماشا میکنم,offensive,o o o o o o,3001972
1973,کصکش آهنگ غمناکم تو گوشم بود الان رسما بگا رفتم.,offensive,o o o o o o o o o o,3001973
1974,سرت کردی تو آشغالی,offensive,o o o o,3001974
1975,بابا اي کس کش چي زده,offensive,o o o o o o,3001975
1976,ارواح عمه ات درستش کردِي,offensive,o o o o o,3001976
1977,خوب کونی داری,offensive,o o o,3001977
1980,لاس زن,offensive,o o,3001980
1981,نالایق,offensive,o,3001981
1983,بیشعور,offensive,o,3001983
1984,ریدی که,offensive,o o,3001984
1985,بی انصاف,offensive,o o,3001985
1987,اووووف چ سکسي 😋😋😋,offensive,o o o o,3001987
1989,عقده ای,offensive,o o,3001989
1990,مامان و بابات کونی کردی,offensive,o o o o o,3001990
1992,شاش دوستایی که پیدا کردم به کل هیکل تو می ارزه متاسفانه :(,offensive,o o o o o o o o o o o o o,3001992
1994,همه اش به فکر زیرشکمی,offensive,o o o o o,3001994
1995,کیرو,offensive,o,3001995
1996,اسکول نوش خنگ,offensive,o o o,3001996
1997,سقت شی,offensive,o o,3001997
1998,چقدر چس ناله می کنی,offensive,o o o o o,3001998
1999,خرافاتی,offensive,o,3001999
2000,مایه ننگ هستی واقعا,offensive,o o o o,3002000
2001,مردک کله خایه ای,offensive,o o o o,3002001
2002,عجوزه,offensive,o,3002002
2004,هرزه حسود,offensive,o o,3002004
2005,ریدم توت,offensive,o o,3002005
2006,چرته,offensive,o,3002006
2007,چرت نگو,offensive,o o,3002007
2008,چاخان,offensive,o,3002008
2009,ارع میام رمت میکنم جیگر 😈😛,offensive,o o o o o o,3002009
2010,تهی مغز,offensive,o o,3002010
2011,بی دست وپا,offensive,o o o,3002011
2013,خدا ورت داره,offensive,o o o,3002013
2014,سرتو از تو کون مرغ آوردی بیرون,offensive,o o o o o o o,3002014
2015,فاحشه دوزاری کمتر گوه بخور,offensive,o o o o o,3002015
2018,ملعون,offensive,o,3002018
2019,کیرم تو کص ننه ات,offensive,o o o o o,3002019
2022,بدقیافه,offensive,o,3002022
2023,بی غیرت,offensive,o o,3002023
2024,بار گوه,offensive,o o,3002024
2025,ریدم توی این شرایط,offensive,o o o o,3002025
2027,مزدور,offensive,o,3002027
2028,ریدم توی حنجره ی کلاغیت,offensive,o o o o o,3002028
2029,کیر تو تون,offensive,o o o,3002029
2031,دورو ,offensive,o,3002031
2033,جر بخوری,offensive,o o,3002033
2034,نچسب,offensive,o,3002034
2038,بیا برو کیرم تو کادوی ولنتاینت,offensive,o o o o o o,3002038
2039,من از کون می‌رینم :)))),offensive,o o o o o,3002039
2040, حسابي جرت ميدم ,offensive,o o o,3002040
2042,فحش کشت کنم,offensive,o o o,3002042
2043,کیر توت,offensive,o o,3002043
2044,گورتو گم کن,offensive,o o o,3002044
2045,جمع کن بابا,offensive,o o o,3002045
2046,اگر مسوولان لياقت تامين نيازهاي مالي و معيشتي حداقلي معلمان و ساير اقشار زحمتکش جامعه ، آنهم در يک کشوري ثروتمند همانند ايران را ندارند ، جمع کنند و گور کثيفشان را نيز گم کنند و با زبان خوش بروند !! در غير اينصورت بد عاقبتي برايتان رقم خواهد خورد !!,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3002046
2047,تا حالا نگاه عاقل اندر کون شنیدی؟,offensive,o o o o o o o,3002047
2048,شاشيدم تو اشکات,offensive,o o o,3002048
2050,پاچه خوار,offensive,o o,3002050
2051,شاشيدم به افکارت,offensive,o o o,3002051
2054,عقرب و مار نيش بزنه اون نقطه حساستو 😂😂,offensive,o o o o o o o o o,3002054
2055,چقدر ظلمی,offensive,o o,3002055
2056,بی حیا,offensive,o o,3002056
2057,خاک برسرت,offensive,o o,3002057
2058,گاییدیمون,offensive,o,3002058
2059,از دهن حرف نميزني,offensive,o o o o,3002059
2060,ریدی به خودت,offensive,o o o,3002060
2061,عنتر آقا,offensive,o o,3002061
2062,خفه بمیر,offensive,o o,3002062
2066,خیلی کیریه,offensive,o o,3002066
2067,افغانیه پدسگ,offensive,o o,3002067
2068,به فاک رفتی,offensive,o o o,3002068
2069,تودهنی بزنمت,offensive,o o,3002069
2070,عن من هم نیستی,offensive,o o o o,3002070
2071,کوس خواهر و مادرت,offensive,o o o o,3002071
2073,خواهی نشوی رسوا کون بقیه بزار,offensive,o o o o o o,3002073
2074,ارع ی گوهع زیبا😠,offensive,o o o o,3002074
2076,تهش به فاک میری,offensive,o o o o,3002076
2077,توی حموم زنونه مردی,offensive,o o o o,3002077
2078,ریدم توی مغزت,offensive,o o o,3002078
2079,برو کشکتو بساب,offensive,o o o,3002079
2080,آقا پارکتو عوض کن 😂😂😂😂,offensive,o o o o o,3002080
2082,جاسوس,offensive,o,3002082
2083,خداشما روشفا بده,offensive,o o o,3002083
2084, کیرم دهنت,offensive,o o,3002084
2085,درسته کفتار اگر اسلحه داشته باشي دستت ازترس کونش فرار ميکنه کسگم!,offensive,o o o o o o o o o o o o,3002085
2086,کفتارصفت,offensive,o,3002086
2087,دلم میخواد ببینمت یک لگد نثارت کنم غربای گداگشنه,offensive,o o o o o o o o o,3002087
2089,بی همه چیز,offensive,o o o,3002089
2090,فاک,offensive,o,3002090
2093,هیچ گوهی نمی تونی بخوری,offensive,o o o o o,3002093
2094,سینه گنده,offensive,o o,3002094
2095,سایز کونت عشقه,offensive,o o o,3002095
2096,کصخل,offensive,o,3002096
2097,شق کردی باز,offensive,o o o,3002097
2098,کیرم دهنت,offensive,o o,3002098
2100,دلقک ,offensive,o,3002100
2101,چقدر کص میگی,offensive,o o o,3002101
2102,گوه نخور,offensive,o o,3002102
2103,چقدر مشمئزکننده ای,offensive,o o o,3002103
2106,یعنی شاش برگر درست کردی؟عههههه 🤢,offensive,o o o o o o,3002106
2107,آبو جایی بریز که میسوزه,offensive,o o o o o,3002107
2108,آدمي ک خائن و بي ناموس بشه ديگه در و دروازه ديگه حاليش نيست.,offensive,o o o o o o o o o o o o o o,3002108
2110,انگل ملي💩💩💩,offensive,o o,3002110
2111,ریدی دیگه,offensive,o o,3002111
2112,ارزادتو گاييدم نياي,offensive,o o o,3002112
2116,اغده اي,offensive,o o,3002116
2117,با عن میزنم تو دهنت,offensive,o o o o o,3002117
2119,با کون بخوری زمین,offensive,o o o o,3002119
2121,انگشترت تو چشمه يا بيشتر فرو کن ؟ 😂,offensive,o o o o o o o o o,3002121
2124,بي ادب,offensive,o o,3002124
2125,ریدم,offensive,o,3002125
2126,اعتماد به نفست به سقفه،سقفه خونه ي ما که سوراخ شده,offensive,o o o o o o o o o o o,3002126
2127,اخ سگ هم حالش بهم میخوره تو جنده کثیف رو بکنه کس ننه حرومزاده,offensive,o o o o o o o o o o o o o o,3002127
2129,قشنگ ریدی تو حالم :))),offensive,o o o o o,3002129
2130,گشاد مادرزاد,offensive,o o,3002130
2131,باز چيزي زدي,offensive,o o o,3002131
2132,تا فی خالدونت بسوزه,offensive,o o o o,3002132
2133,بی دست و پا,offensive,o o o o,3002133
2134,دستت قط شه,offensive,o o o,3002134
2135,😑😑😑😑😑😑😑یابو😂,offensive,o,3002135
2136,ریدم توی این وضع,offensive,o o o o,3002136
2137,اشغال عوضی,offensive,o o,3002137
2138,چرت و پرت نگو,offensive,o o o o,3002138
2139,سلطان تویی خر فقط ادات رو در میاره,offensive,o o o o o o o o,3002139
2140,آره خو ..دروغگو,offensive,o o o,3002140
2141,خداوکیلی بزار دو دیقه کونمونو بزاریم زمین از فردا باز بگا,offensive,o o o o o o o o o o o,3002141
2142,اره تازِي دزد بِي ناموس,offensive,o o o o o,3002142
2143,کوس شر نگو,offensive,o o o,3002143
2146,محکوم به نابودی هستی,offensive,o o o o,3002146
2147,به گوه کشیدی همه چیزو,offensive,o o o o o,3002147
2148,زیرتریلی بری,offensive,o o,3002148
2149,کلا یه کارلوس می‌شناسم راستش که خیلی کیریه,offensive,o o o o o o o o,3002149
2151,گوز به شقیقه...,offensive,o o o,3002151
2153,فتنه گر,offensive,o o,3002153
2154,آشغال بودن از چهره ي کثيفت ميباره,offensive,o o o o o o o,3002154
2155,بیشرف 😂😂😂,offensive,o o,3002155
2156,امشب کیری تر از این نمیتونست باشه.,offensive,o o o o o o o,3002156
2157,مثل کنه ای,offensive,o o o,3002157
